Iterations;Energies;cond(Ai);cond(Ai-1 @ Ai)
14;538;570.6114398533256;1.5463817380882607
15;538;570.611704103062;1.5464061925132682
16;538;570.611819893113;1.546418959613393
17;538;570.6118701372862;1.546425641088614
18;538;570.6118919882217;1.5464291536392385
19;538;570.6119015952681;1.5464310091973934
20;538;570.6119058949204;1.5464319937316358
21;538;570.6119078644473;1.5464325180463707
22;538;570.6119087915737;1.546432798110639
23;538;570.6119092410352;1.5464329480627346
24;538;570.6119094653271;1.546433028499665
25;538;570.6119095803989;1.5464330717080927
26;538;570.611909640751;1.546433094943331
27;538;570.6119096730256;1.5464331074475757
28;538;570.6119096905907;1.5464331141809227
29;538;570.6119097001839;1.5464331178087822
30;538;570.6119097054528;1.5464331197633912
31;538;570.6119097084313;1.546433120817852
1;539;565.9295265279711;1.2501192368137837
2;539;568.6080093823861;1.3947967157561634
3;539;570.0620189882098;1.4709106147775344
4;539;570.7838699978394;1.5098953120005127
5;539;571.1487702599194;1.5291935174729347
6;539;571.3234303046311;1.5386892877348204
7;539;571.4174819014254;1.5433981355652426
8;539;571.4632957465839;1.5456888776181816
9;539;571.485260628191;1.5468099738535261
10;539;571.4956559136019;1.5473740134036476
11;539;571.5007044094763;1.5476719875394913
12;539;571.5032727858788;1.5478347039368496
13;539;571.5045609896011;1.5479229659192992
14;539;571.5051704769804;1.547969808257099
15;539;571.5054448752746;1.5479943334085966
16;539;571.5055650689941;1.5480071324143183
17;539;571.505617207141;1.54801382844965
18;539;571.5056398795641;1.5480173477755714
19;539;571.505649850951;1.5480192065631255
20;539;571.5056543174775;1.548020192677371
21;539;571.5056563665913;1.5480207177848142
22;539;571.5056573332492;1.5480209982564537
23;539;571.5056578031417;1.548021148422431
24;539;571.505658038357;1.548021228973223
25;539;571.5056581593705;1.5480212722428877
26;539;571.5056582230309;1.5480212955113914
27;539;571.5056582572046;1.5480213080339018
28;539;571.5056582758012;1.548021314777401
29;539;571.5056582859895;1.5480213184107523
30;539;571.5056582916505;1.5480213203687
31;539;571.505658294729;1.5480213214246514
1;540;566.5893644855289;1.2507536848947665
2;540;569.4222182278965;1.3958728951767896
3;540;570.9407445508382;1.472240039689251
4;540;571.6902694423703;1.5113566591442178
5;540;572.0682633344588;1.5307212735219256
6;540;572.2487974574112;1.5402503701354542
7;540;572.3460478445772;1.5449767410198716
8;540;572.3934214381868;1.5472762466868666
9;540;572.4161214188149;1.5484018005813678
10;540;572.4268578554266;1.548968172025461
11;540;572.4320710699506;1.5492673812709739
12;540;572.4347247634508;1.549430725576087
13;540;572.4360567744557;1.5495192880253297
14;540;572.4366873465987;1.5495662686197749
15;540;572.4369713696535;1.549590856551381
16;540;572.4370958498697;1.5496036841772851
17;540;572.4371498938132;1.549610393441926
18;540;572.437173425979;1.549613919002583
19;540;572.4371837952101;1.5496157807940716
20;540;572.4371884517575;1.5496167683891202
21;540;572.437190594798;1.5496172942424038
22;540;572.4371916094699;1.5496175750975543
23;540;572.437192104551;1.5496177254635644
24;540;572.4371923533166;1.5496178061207004
25;540;572.4371924817611;1.5496178494467645
26;540;572.4371925494961;1.5496178727460101
27;540;572.4371925859491;1.5496178852856253
28;540;572.4371926058415;1.5496178920382693
29;540;572.4371926167443;1.5496178956769373
30;540;572.4371926227818;1.5496178976370834
31;540;572.4371926260811;1.549617898694547
1;541;567.3071291228422;1.2513922524252508
2;541;570.286710721358;1.3969605568490888
3;541;571.8647644309085;1.4735861674843211
4;541;572.6394542172608;1.5128380274116762
5;541;573.029224539356;1.5322705697792192
6;541;573.2150340468813;1.5418338698356364
7;541;573.315115088183;1.546578016000826
8;541;573.363866689389;1.5488862968401051
9;541;573.3872162419234;1.5500162288680595
10;541;573.3982558354143;1.5505848312716768
11;541;573.4036166955715;1.550885187394889
12;541;573.4063473350024;1.5510491003041658
13;541;573.4077191525737;1.5511379322074597
14;541;573.4083691613496;1.551185037967918
15;541;573.4086622590984;1.5512096841350265
16;541;573.408790904248;1.5512225391907475
17;541;573.4088468680858;1.5512292615925325
18;541;573.4088713012984;1.5512327935595545
19;541;573.4088821042806;1.5512346585316434
20;541;573.4088869756654;1.5512356477320668
21;541;573.408889228011;1.551236174407816
22;541;573.4088902997188;1.5512364556896114
23;541;573.4088908250988;1.5512366062790666
24;541;573.4088910902786;1.5512366870543222
25;541;573.408891227588;1.551236730443945
26;541;573.4088913002969;1.5512367537770388
27;541;573.4088913394495;1.551236766334491
28;541;573.4088913608362;1.5512367730965895
29;541;573.4088913725546;1.5512367767408208
30;541;573.4088913790904;1.5512367787040384
31;541;573.4088913826738;1.551236779762733
1;542;568.0870395377472;1.252040626232224
2;542;571.2047025717579;1.3980695389083333
3;542;572.836844968339;1.4749613335466385
4;542;573.6339985139066;1.5143531255315046
5;542;574.0341335254342;1.533855817623969
6;542;574.2245793075784;1.543454502638487
7;542;574.3270992651006;1.5482168029919148
8;542;574.3770356571229;1.5505339212984086
9;542;574.4009439687455;1.5516681773412335
10;542;574.4122464308543;1.5522389263017788
11;542;574.4177368816103;1.5525403539044893
12;542;574.4205356524321;1.5527047863955448
13;542;574.4219430802793;1.552793864253366
14;542;574.4226108029529;1.552841087055427
15;542;574.4229124031814;1.5528657899813942
16;542;574.4230450889401;1.552878673094629
17;542;574.4231029893211;1.5528854095894051
18;542;574.4231283680028;1.5528889487281137
19;542;574.4231396431104;1.5528908173883098
20;542;574.4231447555788;1.5528918085011987
21;542;574.4231471336385;1.5528923361764413
22;542;574.4231482718704;1.5528926179824434
23;542;574.4231488330427;1.552892768848884
24;542;574.423149117526;1.5528928497707943
25;542;574.4231492654716;1.5528928932377897
26;542;574.4231493439282;1.5528929166119774
27;542;574.4231493862598;1.552892929191979
28;542;574.4231494093794;1.552892935965903
29;542;574.423149422094;1.5528929396159414
30;542;574.4231494291521;1.5528929415825312
31;542;574.423149433031;1.5528929426433045
1;543;568.9332227578751;1.252704855195521
2;543;572.1793548532198;1.3992103246003658
3;543;573.8597264182863;1.4763786884373349
4;543;574.6764662841733;1.5159165452254222
5;543;575.0854677842334;1.5354923569419971
6;543;575.2798741980394;1.5451279440679382
7;543;575.3844201458984;1.5499089364590979
8;543;575.4353378623883;1.552235029993647
9;543;575.4597094379329;1.5533735958444934
10;543;575.4712324752949;1.5539464302458936
11;543;575.4768336178585;1.5542488688812521
12;543;575.4796913291858;1.5544137819270698
13;543;575.4811300059906;1.5545030885904267
14;543;575.4818136574673;1.554550424085421
15;543;575.4821231705578;1.5545751844448166
16;543;575.4822597710139;1.5545880974438873
17;543;575.4823196272667;1.5545948496512647
18;543;575.4823459988435;1.5545983970903883
19;543;575.4823577866365;1.5546002701453963
20;543;575.4823631680304;1.5546012635869917
21;543;575.4823656888839;1.554601792496587
22;543;575.4823669037944;1.5546020749573897
23;543;575.4823675064122;1.5546022261706907
24;543;575.4823678134668;1.5546023072765094
25;543;575.4823679736821;1.5546023508409945
26;543;575.4823680588853;1.5546023742672723
27;543;575.4823681048878;1.554602386874529
28;543;575.4823681300245;1.5546023936628557
29;543;575.4823681438237;1.5546023973211067
30;543;575.4823681514662;1.5546023992915157
31;543;575.4823681557205;1.5546024003542918
1;544;569.8496905296823;1.2533913430405537
2;544;573.2137575478462;1.4003940309240595
3;544;574.9361101219797;1.4778521771818953
4;544;575.7694002240421;1.5175437280183925
5;544;576.1856924284023;1.537196420953336
6;544;576.3833515639421;1.5468707974864246
7;544;576.4894920421204;1.5516712163422077
8;544;576.5411787148184;1.5540065254603885
9;544;576.565914041132;1.5551494406598665
10;544;576.5776136736783;1.5557243275861488
11;544;576.5833059180521;1.5560277320527502
12;544;576.5862130745935;1.556193094974453
13;544;576.587678505989;1.5562826176077367
14;544;576.588376251706;1.5563300635037953
15;544;576.5886930746208;1.5563548829055958
16;544;576.5888334635317;1.5563678280325333
17;544;576.5888952979136;1.5563745977552468
18;544;576.5889227126784;1.5563781547071165
19;544;576.5889350558363;1.556380032900817
20;544;576.5889407351972;1.556381029105311
21;544;576.5889434169563;1.5563815594937267
22;544;576.5889447190779;1.5563818427434604
23;544;576.5889453690947;1.5563819943769985
24;544;576.5889457020087;1.5563820757053974
25;544;576.5889458763048;1.556382119388397
26;544;576.5889459691833;1.5563821428768647
27;544;576.588946019448;1.5563821555172204
28;544;576.5889460468516;1.556382162323033
29;544;576.5889460618963;1.5563821659904142
30;544;576.5889460702639;1.556382167965751
31;544;576.5889460748447;1.556382169031654
1;545;570.8403172448775;1.2541068388920669
2;545;574.3109139209772;1.4016323875794094
3;545;576.0686463523241;1.4793965050798759
4;545;576.9153113668834;1.5192509239509342
5;545;577.3372504990504;1.5389850923680306
6;545;577.5374268067621;1.5487005493454722
7;545;577.644714708459;1.553521361613578
8;545;577.6969505327269;1.5558662542978297
9;545;577.7219468022283;1.5570136246874164
10;545;577.7337777110063;1.5575905638526357
11;545;577.7395409413134;1.5578949044114667
12;545;577.7424878202188;1.5580606933082397
13;545;577.7439754114613;1.5581504214631188
14;545;577.7446853795149;1.5581979759145117
15;545;577.7450088996027;1.5582228557560007
16;545;577.7451529511952;1.5582358349291519
17;545;577.7452167885847;1.5582426237038802
18;545;577.7452452993116;1.5582461911975933
19;545;577.7452582423157;1.55824807516171
20;545;577.7452642499344;1.5582490744959114
21;545;577.745267111294;1.558249606569645
22;545;577.745268511596;1.5582498907217612
23;545;577.745269215256;1.558250042835494
24;545;577.745269577435;1.5582501244194449
25;545;577.7452697677253;1.5582501682372703
26;545;577.7452698693182;1.5582501917972842
27;545;577.7452699242849;1.5582502044749478
28;545;577.7452699542863;1.5582502113012082
29;545;577.7452699707053;1.5582502149787254
30;545;577.7452699798622;1.5582502169597794
31;545;577.7452699848491;1.5582502180285167
1;546;571.9088194061599;1.2548584232956643
2;546;575.4737259867666;1.402937703475605
3;546;577.2599230530689;1.4810270892908908
4;546;578.1166694861714;1.521055142304216
5;546;578.542553982274;1.540876250988286
6;546;578.7444892348606;1.5506355115958586
7;546;578.8524649217593;1.5554779444472333
8;546;578.905024236815;1.5578329353954579
9;546;578.9301761290113;1.5589849439626469
10;546;578.9420920323429;1.5595639729190098
11;546;578.9479057841635;1.5598692370267515
12;546;578.9508825146206;1.5600354346074088
13;546;578.9523876030097;1.5601253593330329
14;546;578.9531078949726;1.5601730200060495
15;546;578.9534374929326;1.5601979607512073
16;546;578.9535850814025;1.5602109750771964
17;546;578.9536509488264;1.5602177838698816
18;546;578.9536806102501;1.5602213625725976
19;546;578.953694198948;1.560223252721256
20;546;578.9537005660333;1.5602242554264967
21;546;578.9537036262585;1.560224789320513
22;546;578.9537051360271;1.5602250744479411
23;546;578.9537058997108;1.560225227082237
24;546;578.9537062947373;1.5602253089419407
25;546;578.9537065029157;1.560225352906034
26;546;578.9537066142649;1.5602253765431309
27;546;578.9537066745074;1.5602253892614184
28;546;578.9537067073563;1.5602253961089594
29;546;578.9537067253823;1.560225399797635
30;546;578.953706735335;1.5602254017847779
31;546;578.953706740782;1.560225402856085
1;547;573.0587370359161;1.2556534885429742
2;547;576.7049812931757;1.4043228219947768
3;547;578.5124556709774;1.482759999656718
4;547;579.3758944959019;1.5229740958343567
5;547;579.803975699593;1.542888514373282
6;547;580.0068942630115;1.5526947544713705
7;547;580.1150889032684;1.5575603112057
8;547;580.1677418858009;1.559926072765547
9;547;580.1929424045555;1.5610829879897654
10;547;580.2048964603823;1.5616641882484834
11;547;580.2107401084005;1.561970384378643
12;547;580.2137367526669;1.5621369818233888
13;547;580.2152546370951;1.56222709630341
14;547;580.2159833367574;1.5622748604620422
15;547;580.2163183869841;1.5622998615568315
16;547;580.2164693857543;1.5623129112231673
17;547;580.2165373108131;1.562319740345876
18;547;580.216568178557;1.562323330507431
19;547;580.2165824595505;1.562325227002292
20;547;580.216589217758;1.5623262331745735
21;547;580.2165924963824;1.5623267689422102
22;547;580.2165941270878;1.5623270550737556
23;547;580.2165949572799;1.5623272082426203
24;547;580.2165953887494;1.5623272903857701
25;547;580.2165956167709;1.5623273344992261
26;547;580.2165957389259;1.5623273582152206
27;547;580.2165958050138;1.5623273709749226
28;547;580.2165958410429;1.5623273778432476
29;547;580.2165958607736;1.5623273815437482
30;547;580.2165958716542;1.5623273835366902
31;547;580.2165958776068;1.5623273846111452
1;548;574.2934173584065;1.256499713953668
2;548;578.0073411766339;1.40580106953473
3;548;579.8286782251373;1.4846118947351647
4;548;580.695348984179;1.5250261410274932
5;548;581.1238421922501;1.5450411742884438
6;548;581.32695658112;1.5548980347746684
7;548;581.4348957113759;1.5597884992943125
8;548;581.4874101807961;1.5621658641138212
9;548;581.5125515460605;1.5633280447858704
10;548;581.5244967784904;1.5639115477251817
11;548;581.530349731225;1.5642187105281553
12;548;581.5333563635903;1.5643857110285342
13;548;581.534882330479;1.5644760126353363
14;548;581.535617507804;1.5645238782315065
15;548;581.5359573765938;1.564548938658154
16;548;581.5361116549946;1.5645620232203603
17;548;581.5361816633189;1.564568872478538
18;548;581.5362137921895;1.564572474007716
19;548;581.5362288117003;1.5645743768017992
20;548;581.5362359924972;1.5645753864133798
21;548;581.5362395090705;1.5645759240369514
22;548;581.5362412721399;1.564576211161876
23;548;581.536242175407;1.5645763648585098
24;548;581.5362426468353;1.5645764472805053
25;548;581.5362428966937;1.5645764915409883
26;548;581.5362430306901;1.5645765153338251
27;548;581.5362431032202;1.5645765281335715
28;548;581.5362431427386;1.5645765350235799
29;548;581.5362431643188;1.5645765387348796
30;548;581.5362431762072;1.5645765407334271
31;548;581.5362431827001;1.564576541811169
1;549;575.6160008534476;1.2574050381386837
2;549;579.3833304592885;1.4073862028628534
3;549;581.210935640126;1.4865999587956207
4;549;582.0773319148662;1.5272302170967142
5;549;582.504427630195;1.5473541319039275
6;549;582.7069443326955;1.5572657246438526
7;549;582.8141516500914;1.562183157806961
8;549;582.8662949887658;1.564573115017488
9;549;582.8912695803242;1.5657410109535608
10;549;582.9031593264203;1.5663270018488888
11;549;582.9090012241661;1.5666351970576409
12;549;582.9120080048305;1.5668026199310703
13;549;582.9135373457999;1.566893113044472
14;549;582.9142770552302;1.5669410804452792
15;549;582.9146210939509;1.5669661997329463
16;549;582.9147785111738;1.5669793186850742
17;549;582.9148506224846;1.566986187700637
18;549;582.9148840637763;1.5669898003453946
19;549;582.9148998660996;1.56699170927902
20;549;582.9149074999473;1.566992722232936
21;549;582.9149112733529;1.5669932616555533
22;549;582.9149131799063;1.5669935497402923
23;549;582.9149141625115;1.5669937039450874
24;549;582.9149146774427;1.5669937866353245
25;549;582.914914951008;1.5669938310359095
26;549;582.9149150979226;1.5669938549023243
27;549;582.9149151774222;1.5669938677405482
28;549;582.9149152207277;1.5669938746502985
29;549;582.9149152443549;1.5669938783720607
30;549;582.9149152572776;1.5669938803759063
31;549;582.914915264413;1.5669938814563389
1;550;577.029409247748;1.2583776306744026
2;550;580.8353282382673;1.4090923595482716
3;550;582.6614771536131;1.4887418433755093
4;550;583.5240733409299;1.529605785961327
5;550;583.9479486129768;1.5498478341905877
6;550;584.1490741882135;1.559818744187116
7;550;584.2550755933042;1.5647654763792547
8;550;584.3066167873508;1.5671691641556749
9;550;584.3313181390969;1.5683433132102702
10;550;584.343106509799;1.5689320322514866
11;550;584.3489174198384;1.5692413597790213
12;550;584.3519146584518;1.5694092438548557
13;550;584.353442677276;1.5694999425588994
14;550;584.3541849468048;1.5695480163848357
15;550;584.3545324793625;1.5695731957560244
16;550;584.3546928747411;1.5695863492177826
17;550;584.3547670960273;1.569593237823894
18;550;584.3548018935534;1.5695968613952263
19;550;584.3548185185866;1.569598776324985
20;550;584.3548266334976;1.5695997925250815
21;550;584.3548306813115;1.5696003336871291
22;550;584.3548327417808;1.5696006226954784
23;550;584.3548338096425;1.5696007773880363
24;550;584.354834371392;1.56960086033425
25;550;584.3548346704872;1.5696009048690533
26;550;584.3548348312601;1.569600928805035
27;550;584.3548349182314;1.569600941679806
28;550;584.3548349655733;1.5696009486083273
29;550;584.3548349913856;1.5696009523399934
30;550;584.3548350055146;1.569600954348921
31;550;584.354835013265;1.5696009554317836
1;551;578.5363339596963;1.259425864984782
2;551;582.3655588650192;1.4109340132809756
3;551;584.1824502485047;1.491055614376192
4;551;585.0377296580951;1.5321727745792622
5;551;585.456559471149;1.552543213031712
6;551;585.6555069570452;1.5625784992891367
7;551;585.7598348815233;1.5675571228258063
8;551;585.8105466958356;1.5699758200865892
9;551;585.8348705377325;1.5711568427439204
10;551;585.8465128858668;1.5717485830088807
11;551;585.852273486911;1.5720591774758557
12;551;585.8552516899018;1.5722275828484755
13;551;585.8567736940497;1.5723185127960715
14;551;585.8575165023896;1.5723667033755364
15;551;585.8578668044754;1.5723919467315115
16;551;585.8580299826735;1.5724051360612692
17;551;585.8581062987697;1.572412044670409
18;551;585.858142482895;1.572415679255241
19;551;585.858159962926;1.5724176001714492
20;551;585.8581685825338;1.572418619589832
21;551;585.8581729198722;1.5724191624661863
22;551;585.8581751432919;1.5724194523817576
23;551;585.858176301567;1.572419607551445
24;551;585.8581769129697;1.5724196907473222
25;551;585.858177239219;1.572419735412535
26;551;585.8581774146553;1.5724197594162608
27;551;585.8581775096163;1.5724197723263362
28;551;585.8581775612582;1.5724197792732062
29;551;585.85817758936;1.5724197830138713
30;551;585.858177604735;1.5724197850279606
31;551;585.8581776131495;1.572419786113276
1;552;580.13922172361;1.2605582931090813
2;552;583.9760814007793;1.4129259336933582
3;552;585.775894018642;1.4935597037694104
4;552;586.6203784557243;1.534951520039683
5;552;587.0323472939467;1.5554616274969493
6;552;587.2283430180338;1.5655668242177445
7;552;587.3305410926861;1.570580187654044
8;552;587.3802023971427;1.5730153068293016
9;552;587.4040477431255;1.5742038999286205
10;552;587.4155011270976;1.5747990032064476
11;552;587.421192873568;1.5751110321052368
12;552;587.424142769579;1.575280040051494
13;552;587.425654042797;1.5753712391652814
14;552;587.4263952825925;1.5754195633361316
15;552;587.4267475512006;1.575444877887563
16;552;587.4269132609425;1.5754581061106827
17;552;587.4269916209906;1.5754650359790994
18;552;587.4270292008041;1.5754686820978272
19;552;587.4270475555481;1.5754706092166308
20;552;587.4270566964462;1.5754716319438504
21;552;587.4270613345432;1.5754721765734452
22;552;587.4270637277599;1.5754724674132716
23;552;587.427064980445;1.575472623067865
24;552;587.4270656437762;1.5754727065168221
25;552;587.4270659983796;1.5754727513143385
26;552;587.4270661892087;1.5754727753869584
27;552;587.4270662924741;1.5754727883324042
28;552;587.4270663485618;1.5754727952977834
29;552;587.4270663790772;1.5754727990483168
30;552;587.4270663957279;1.5754728010672494
31;552;587.42706640482;1.5754728021551723
1;553;581.8402515550914;1.2617836221018992
2;553;585.6687748096816;1.4150831491318705
3;553;587.443730178601;1.4962728641996381
4;553;588.2740114013586;1.5379627170868613
5;553;588.6773254200114;1.558624808927684
6;553;588.8696163797117;1.5688059277533326
7;553;588.9692445132157;1.5738571327573658
8;553;589.0176427855741;1.5763102144855528
9;553;589.0409130629835;1.577507145359549
10;553;589.052136693886;1.578105997061851
11;553;589.0577419492884;1.5784196573902138
12;553;589.0606544879498;1.5785893688144543
13;553;589.0621502426608;1.5786808869154285
14;553;589.0628876681194;1.5787293681515744
15;553;589.0632409804829;1.5787547646520894
16;553;589.0634088866755;1.5787680366585868
17;553;589.063489186737;1.5787749900254144
18;553;589.0635281392684;1.578778648718647
19;553;589.0635473700735;1.5787805825332095
20;553;589.0635570382619;1.5787816088085365
21;553;589.0635619824812;1.5787821553104342
22;553;589.0635645491129;1.578782447134054
23;553;589.0635658984163;1.5787826033046366
24;553;589.063566615001;1.5787826870236539
25;553;589.0635669985794;1.57878273196187
26;553;589.0635672051918;1.5787827561077237
27;553;589.0635673169714;1.5787827690915024
28;553;589.0635673776187;1.5787827760765414
29;553;589.0635674106082;1.578782779837524
30;553;589.0635674285893;1.578782781861808
31;553;589.0635674383731;1.5787827829524812
1;554;583.6412946218297;1.2631106912236578
2;554;587.4453152572978;1.4174209104899085
3;554;589.1877492182621;1.4992141246259205
4;554;590.0005229525074;1.5412273671387868
5;554;590.3934236242828;1.562054807826428
6;554;590.5812856868631;1.5723183411565105
7;554;590.6779256288852;1.5774107416798426
8;554;590.724859655193;1.579883451530083
9;554;590.7474638705525;1.581089553268628
10;554;590.7584195288064;1.5816925774869763
11;554;590.7639216606258;1.582008091802447
12;554;590.7667879858271;1.5821786248476153
13;554;590.7682632981929;1.5822705225523723
14;554;590.7689944612007;1.5823191905656127
15;554;590.7693477249898;1.5823446832133408
16;554;590.7695173748439;1.5823580057590565
17;554;590.7695994364669;1.5823649858680462
18;554;590.7696396941702;1.5823686587175099
19;554;590.7696597762638;1.5823706000133753
20;554;590.7696699631812;1.5823716302337474
21;554;590.7696752105513;1.5823721788114682
22;554;590.7696779496799;1.582372471725677
23;554;590.7696793953401;1.5823726284676154
24;554;590.7696801650194;1.5823727124863918
25;554;590.7696805776128;1.5823727575814892
26;554;590.7696807999895;1.582372781809575
27;554;590.7696809202408;1.582372794836084
28;554;590.7696809854585;1.5823728018438696
29;554;590.7696810209146;1.5823728056164004
30;554;590.7696810401784;1.58237280764683
31;554;590.7696810506543;1.5823728087407234
1;555;585.5438482304014;1.2645484489134668
2;555;589.3071418885753;1.419954654396505
3;555;591.009588895681;1.5024027452987967
4;555;591.8016923434412;1.544766727468222
5;555;592.1824729652255;1.5657739411064562
6;555;592.3652201913281;1.5761268661785561
7;555;592.4584816200953;1.5812640692810485
8;555;592.5037643979177;1.5837581961406253
9;555;592.5256183292478;1.5849743641981255
10;555;592.5362707410087;1.5855820195399057
11;555;592.5416541771737;1.585899632190255
12;555;592.5444655843348;1.5860711196230484
13;555;592.545915325192;1.5861634668853228
14;555;592.5466375076782;1.5862123569277777
15;555;592.5469894085368;1.5862379630531775
16;555;592.5471601954904;1.5862513446259006
17;555;592.5472437427736;1.5862583556667906
18;555;592.5472851793871;1.5862620447698859
19;555;592.5473060541757;1.5862639946123926
20;555;592.5473167317189;1.5862650293267735
21;555;592.5473222685961;1.5862655802664016
22;555;592.5473251733077;1.5862658744219837
23;555;592.5473267117062;1.586266031816484
24;555;592.547327532664;1.5862661161774847
25;555;592.5473279732576;1.5862661614523867
26;555;592.5473282107685;1.5862661857749267
27;555;592.5473283392344;1.5862661988512416
28;555;592.5473284088217;1.586266205884994
29;555;592.5473284466062;1.5862662096711462
30;555;592.5473284671608;1.586266211708815
31;555;592.5473284783064;1.5862662128068807
1;556;587.5489409324332;1.2661059285255238
2;556;591.2554095424938;1.4226999642047418
3;556;592.9107030395567;1.5058581704167715
4;556;593.6791568215169;1.548602258811489
5;556;594.0461836335285;1.569804737861152
6;556;594.2231789915922;1.5802545211402488
7;556;594.3127060732094;1.5854403887802475
8;556;594.3561678833465;1.5879578444307665
9;556;594.3771952831643;1.5891850344530316
10;556;594.3875124559684;1.589797810892417
11;556;594.3927627167519;1.5901177848474182
12;556;594.3955106188376;1.590290371637317
13;556;594.3969294038;1.5903832462612317
14;556;594.397639565892;1.5904323983223105
15;556;594.3979885238449;1.5904581379807958
16;556;594.3981596561567;1.5904715885927865
17;556;594.3982442952951;1.5904786355990064
18;556;594.3982867135359;1.5904823435149398
19;556;594.3983082807227;1.590484303221607
20;556;594.398319397388;1.5904853431153065
21;556;594.3983251967422;1.5904858967783828
22;556;594.3983282527965;1.5904861923666507
23;556;594.3983298764008;1.5904863505151172
24;556;594.3983307444628;1.590486435273215
25;556;594.3983312109007;1.5904864807578714
26;556;594.3983314623888;1.5904865051911345
27;556;594.3983315983731;1.5904865183254042
28;556;594.398331672023;1.590486525389848
29;556;594.398331711969;1.5904865291923065
30;556;594.39833173362;1.5904865312389158
31;556;594.3983317454406;1.5904865323410133
1;557;589.657020352939;1.2677922218293158
2;557;593.2909318764541;1.4256725272774746
3;557;594.8923212267244;1.5095999766828212
4;557;595.6343761566457;1.5527555693388342
5;557;595.9861156569185;1.5741698814450509
6;557;596.1567831884937;1.5847244828770197
7;557;596.2422613931062;1.5899631340979217
8;557;596.2837529376417;1.5925059535134407
9;557;596.3038867222575;1.5937451801340865
10;557;596.3138402554745;1.5943635968336374
11;557;596.3189439949736;1.594686211265416
12;557;596.3216199363943;1.5948600525822105
13;557;596.3230021300136;1.5949535388922986
14;557;596.3236968990568;1.5950029969284667
15;557;596.3240410512498;1.5950288924820188
16;557;596.3242115363604;1.5950424234494696
17;557;596.3242967440997;1.595049512179075
18;557;596.3243398679967;1.5950532418658132
19;557;596.3243619813945;1.595055212971908
20;557;596.3243734591947;1.595056258850422
21;557;596.3243794793331;1.5950568156622105
22;557;596.3243826642909;1.5950571129093576
23;557;596.3243843609166;1.5950572719333647
24;557;596.3243852696252;1.5950573571543285
25;557;596.3243857582798;1.5950574028830529
26;557;596.3243860218765;1.5950574274454428
27;557;596.3243861643324;1.595057440648318
28;557;596.3243862414473;1.595057447749337
29;557;596.3243862832982;1.5950574515706046
30;557;596.3243863059564;1.595057453627123
31;557;596.3243863182425;1.595057454735052
1;558;591.8678538711548;1.2696164492350286
2;558;595.4141253732881;1.4288880869278895
3;558;596.9554043430749;1.5136478157339106
4;558;597.6685921818593;1.5572483525489706
5;558;598.0036451196573;1.5788921453044307
6;558;598.1674832097198;1.5895600220306674
7;558;598.2486459707302;1.5948558350970021
8;558;598.2880413979062;1.5974261770970972
9;558;598.3072247896611;1.5986785133981138
10;558;598.3167901932602;1.5993031173437604
11;558;598.3217353002294;1.5996286659175678
12;558;598.3243310646369;1.5998039256031882
13;558;598.3256708764865;1.599898113365478
14;558;598.3263466048813;1.5999479246408197
15;558;598.3266838337225;1.5999740003815845
16;558;598.3268524904737;1.5999876241156574
17;558;598.3269376189853;1.5999947609376535
18;558;598.3269810956793;1.5999985156905356
19;558;598.3270035635351;1.60000049991686
20;558;598.3270152984172;1.6000015526863272
21;558;598.3270214828497;1.6000021131263238
22;558;598.3270247660813;1.6000024122885605
23;558;598.3270265192084;1.6000025723247628
24;558;598.327027459503;1.6000026580816755
25;558;598.3270279655205;1.6000027040945661
26;558;598.3270282385065;1.6000027288079013
27;558;598.3270283860459;1.600002742090812
28;558;598.327028465867;1.6000027492338391
29;558;598.3270285091097;1.6000027530784628
30;558;598.3270285325286;1.6000027551469782
31;558;598.3270285452513;1.600002756261083
1;559;594.1804797671857;1.2715877256250208
2;559;597.6249698911114;1.4323623871974818
3;559;599.1006057869333;1.5180213481548734
4;559;599.7827914631022;1.5621023163830747
5;559;600.0999319681134;1.5839943196933608
6;559;600.2565268699826;1.5947844288726836
7;559;600.3331615300775;1.6001420430288573
8;559;600.3703611139756;1.6027421909936683
9;559;600.3885486989072;1.6040087683795619
10;559;600.3977057627383;1.6046401336079934
11;559;600.4024815720385;1.6049689233711875
12;559;600.4049894191124;1.6051457728520282
13;559;600.4062811147816;1.6052407564551032
14;559;600.4069340244436;1.605290971015432
15;559;600.4072620438541;1.6053172528555952
16;559;600.4074275506397;1.605330982687658
17;559;600.4075118540386;1.6053381744827115
18;559;600.4075552680962;1.605341957879577
19;559;600.4075778611044;1.6053439571012504
20;559;600.40758972708;1.6053450177514588
21;559;600.407596006868;1.6053455823455862
22;559;600.4075993508325;1.6053458837033294
23;559;600.4076011399505;1.6053460449025532
24;559;600.4076021007396;1.6053461312761423
25;559;600.4076026181003;1.6053461776166744
26;559;600.4076028972252;1.6053462025040597
27;559;600.4076030480348;1.6053462158797127
28;559;600.4076031296272;1.6053462230721147
29;559;600.4076031738057;1.60534622694331
30;559;600.4076031977035;1.6053462290256901
31;559;600.407603210663;1.6053462301472536
1;560;596.5932300696503;1.2737151205916857
2;560;599.9229999282792;1.4361111084742324
3;560;601.3282500735634;1.5227401665687441
4;560;601.9776816558257;1.5673391006754402
5;560;602.2758977606549;1.5894991262724187
6;560;602.424936171765;1.6004209266546252
7;560;602.4968886971811;1.6058452432490535
