Iterations;Energies;cond(Ai);cond(Ai-1 @ Ai)
30;517;557.0027797447116;1.5015523488860258
31;517;557.0027797463836;1.5015523498003982
1;518;558.2485220936182;1.2319430499482604
2;518;557.7291882912675;1.3647400715321343
3;518;557.5751032995115;1.434167226866049
4;518;557.5457262650223;1.4697317497054931
5;518;557.5361851769406;1.4872558499961614
6;518;557.5398444017144;1.4959179920154704
7;518;557.5357844861854;1.5001800014354445
8;518;557.5335223205384;1.5022465486920975
9;518;557.5327822441407;1.5032524234127849
10;518;557.5327880611177;1.5037544204965883
11;518;557.5329005035023;1.504016902715254
12;518;557.5329028426764;1.5041589593801086
13;518;557.5328751166765;1.5042357171208156
14;518;557.5328705572338;1.504276487114884
15;518;557.5328828668622;1.5042978980951072
16;518;557.5328982874063;1.504309110198626
17;518;557.5329106128006;1.5043149930726503
18;518;557.5329188475461;1.5043180914904137
19;518;557.5329238474991;1.5043197300478082
20;518;557.5329267111974;1.5043205998038136
21;518;557.5329282892906;1.50432106293821
22;518;557.532929135626;1.5043213101912736
23;518;557.5329295803825;1.5043214424617108
24;518;557.5329298105714;1.5043215133392511
25;518;557.5329299282045;1.5043215513666637
26;518;557.5329299876676;1.504321571790594
27;518;557.5329300174202;1.5043215827667529
28;518;557.5329300322863;1.5043215886689596
29;518;557.5329300396479;1.5043215918447428
30;518;557.5329300431973;1.5043215935541183
31;518;557.5329300449497;1.5043215944753405
1;519;558.5850681354549;1.2330855585644578
2;519;558.1547194149424;1.3666208960630057
3;519;558.0551467206689;1.436462833856968
4;519;558.0533107800092;1.472238941939546
5;519;558.0580278539226;1.4898747573935107
6;519;558.0683330883708;1.4985882178143697
7;519;558.0681260920945;1.5028775183906662
8;519;558.0677470529428;1.5049575023181412
9;519;558.0678994735221;1.5059699796996986
10;519;558.0683149039025;1.506475268270702
11;519;558.0686251667483;1.506739495116452
12;519;558.0687345051099;1.5068825455488293
13;519;558.0687639194127;1.5069598701845723
14;519;558.0687869208456;1.5070009510627642
15;519;558.0688113774686;1.5070225276431464
16;519;558.0688318432974;1.5070338269818837
17;519;558.0688461875777;1.5070397557937263
18;519;558.0688552114162;1.5070428784915602
19;519;558.0688605154919;1.507044529948335
20;519;558.0688634962593;1.5070454065904517
21;519;558.06886512015;1.5070458734143497
22;519;558.0688659852159;1.507046122650521
23;519;558.0688664381559;1.5070462559872295
24;519;558.0688666722687;1.5070463274450534
25;519;558.0688667919832;1.5070463657808169
26;519;558.068866852733;1.5070463863726076
27;519;558.0688668833008;1.5070463974401693
28;519;558.0688668985929;1.5070464033948927
29;519;558.0688669061961;1.5070464065949654
30;519;558.0688669099029;1.507046408318931
31;519;558.068866911797;1.507046409244789
1;520;558.9090878218325;1.234207453897904
2;520;558.5780373538819;1.3684670279116045
3;520;558.5375520226867;1.4387156585365264
4;520;558.5652393522766;1.474699196340525
5;520;558.5851628649785;1.4924443775992282
6;520;558.6025361175753;1.5012080939644268
7;520;558.6064322833872;1.5055241488367175
8;520;558.6080606394994;1.5076173185876909
9;520;558.6091638358373;1.5086362965948004
10;520;558.6100149694729;1.509144848804801
11;520;558.6105347663854;1.509410822280707
12;520;558.6107565865585;1.5095548742957239
13;520;558.6108455882702;1.5096327716656548
14;520;558.6108970893818;1.509674166757926
15;520;558.6109339749896;1.5096959107001955
16;520;558.6109595287908;1.5097072981889952
17;520;558.6109758670693;1.5097132734128085
18;520;558.6109856468016;1.5097164206479192
19;520;558.6109912296034;1.5097180851468197
20;520;558.6109943108167;1.509718968748224
21;520;558.6109959704316;1.5097194392992592
22;520;558.6109968483009;1.5097196905392174
23;520;558.6109973063891;1.5097198249603327
24;520;558.6109975427604;1.509719897000508
25;520;558.6109976637132;1.5097199356547872
26;520;558.6109977251665;1.5097199564151904
27;520;558.6109977562267;1.5097199675805706
28;520;558.610997771756;1.5097199735773559
29;520;558.6109977796608;1.5097199768068963
30;520;558.6109977835412;1.5097199785435458
31;520;558.6109977854674;1.5097199794808638
1;521;559.2219410980235;1.2353059015948291
2;521;559.000172207301;1.3702740412877632
3;521;559.0231067132847;1.4409204218869702
4;521;559.0821736253384;1.4771068066645368
5;521;559.1181867207426;1.4949587797616732
6;521;559.1430191663408;1.5037715939955858
7;521;559.15124907621;1.5081138147088928
8;521;559.1549993197178;1.5102198957702762
9;521;559.1571069698815;1.511245262400594
10;521;559.1584178544077;1.5117570470726462
11;521;559.1591579544395;1.5120247681357337
12;521;559.159497243749;1.5121698290154142
13;521;559.1596480303682;1.512248304416499
14;521;559.1597288641711;1.5122900169166573
15;521;559.1597784252212;1.5123119297070788
