Iterations;Energies;cond(Ai);cond(A0 @ Ai)
15;465;549.7651090982996;1.444708826145649
16;465;549.765177958398;1.4447090922066235
17;465;549.7652066294293;1.4447086866764092
18;465;549.7652182250533;1.4447082451477307
19;465;549.7652228289663;1.444707919876144
20;465;549.7652246360927;1.4447077116583271
21;465;549.7652253422021;1.4447075876381454
22;465;549.7652256194374;1.444707516893266
23;465;549.7652257305652;1.444707477664909
24;465;549.7652257768625;1.444707456335067
25;465;549.7652257976463;1.4447074449007857
26;465;549.765225807716;1.4447074388354395
27;465;549.7652258130024;1.4447074356433398
28;465;549.7652258159892;1.444707433973499
29;465;549.7652258177632;1.4447074331046372
30;465;549.7652258188381;1.444707432653352
31;465;549.7652258194389;1.4447074324205333
1;466;548.5855868519474;1.2093873957934234
2;466;548.7603027275919;1.3253067332476876
3;466;548.9863591149485;1.3846743314657366
4;466;549.1011915974611;1.414670039816488
5;466;549.16535432252;1.4294794403629212
6;466;549.1946792611063;1.437076909443638
7;466;549.2222454855231;1.4408213428571108
8;466;549.2367449186023;1.4425918376932325
9;466;549.2436987827989;1.443406752327409
10;466;549.2465609024962;1.4437768953740997
11;466;549.2478614421569;1.443945142551019
12;466;549.24875866307;1.444020169479568
13;466;549.2493665487207;1.4440512108201393
14;466;549.2496990543045;1.4440624753362659
15;466;549.2498547462183;1.4440657642591814
16;466;549.2499212407012;1.4440662656688703
17;466;549.2499480889311;1.4440659939906717
18;466;549.2499585159818;1.4440656269141476
19;466;549.2499624399353;1.444065342458353
20;466;549.2499638749134;1.444065156398069
21;466;549.249964385913;1.4440650443270644
22;466;549.2499645643691;1.4440649799963117
23;466;549.2499646269447;1.4440649441990454
24;466;549.249964650215;1.444064924701691
25;466;549.2499646601613;1.4440649142437074
26;466;549.2499646654861;1.444064908698289
27;466;549.249964668769;1.444064905782954
28;466;549.2499646709573;1.4440649042602394
29;466;549.2499646724781;1.444064903469896
30;466;549.2499646734996;1.444064903060573
31;466;549.2499646741419;1.4440649028500765
1;467;547.925382381055;1.209023578706996
2;467;548.2060334857077;1.3248033319129124
3;467;548.4710922337205;1.384100734806435
4;467;548.6015384018771;1.4140754813190992
5;467;548.6731661761285;1.428869205848281
6;467;548.7058999031752;1.436447932393556
7;467;548.73506032316;1.4401832595735586
8;467;548.7503266581534;1.4419510028274307
9;467;548.7575891950227;1.4427660449037725
10;467;548.7605725827078;1.443137486076065
11;467;548.7619280187712;1.4433072857078906
12;467;548.7628519748046;1.4433837000775376
13;467;548.7634698508114;1.44341581644813
14;467;548.7638036254511;1.443427823731027
15;467;548.7639575902666;1.4434315810055416
16;467;548.7640220591832;1.4434323598326047
17;467;548.7640473957251;1.4434322461797233
18;467;548.7640568715693;1.4434319670109075
19;467;548.7640602500927;1.4434317307545959
20;467;548.7640613906221;1.443431570886415
21;467;548.764061749595;1.4434314729660136
22;467;548.7640618524026;1.443431416252551
23;467;548.7640618786058;1.4434313845459517
24;467;548.7640618849059;1.443431367241288
25;467;548.7640618873313;1.4434313579573927
26;467;548.7640618894449;1.4434313530406169
27;467;548.7640618914656;1.4434313504614928
28;467;548.7640618933082;1.4434313491190096
29;467;548.7640618946525;1.4434313484245178
30;467;548.7640618957466;1.4434313480668934
31;467;548.7640618964155;1.443431347883674
1;468;547.3109676332118;1.2086794955990885
2;468;547.6892326300846;1.324313275770254
3;468;547.9892239331443;1.3835360786255808
4;468;548.1335036006886;1.4134888706588338
5;468;548.2116860103004;1.4282651320128439
6;468;548.2473823116962;1.4358236821557826
7;468;548.2778484508706;1.4395493153355756
8;468;548.29374049028;1.441314123175632
9;468;548.3012511121802;1.44212919377731
10;468;548.3043324317391;1.442501904747287
11;468;548.305732528247;1.4426733255138795
12;468;548.3066771707947;1.4427513037889688
13;468;548.307301918873;1.4427847368276225
14;468;548.3076359534494;1.442797722555482
15;468;548.3077881735248;1.4428021320624331
16;468;548.3078508841603;1.4428033124311437
17;468;548.307874973804;1.4428034333473672
18;468;548.3078836883786;1.4428032867990692
19;468;548.3078866404364;1.4428031240552188
20;468;548.307887555644;1.4428030044565003
21;468;548.3078878009577;1.442802928440157
22;468;548.307887848595;1.4428028835894962
23;468;548.3078878490966;1.4428028582908137
24;468;548.3078878440143;1.4428028444423124
25;468;548.3078878417468;1.4428028370207386
26;468;548.3078878421112;1.4428028331068732
27;468;548.3078878435367;1.4428028310668395
28;468;548.3078878452495;1.4428028300144167
29;468;548.3078878467633;1.442802829476758
30;468;548.3078878478995;1.4428028292025685
31;468;548.3078878486396;1.4428028290645403
1;469;546.7429612301428;1.2083490916338058
2;469;547.2103729615615;1.32383267305298
3;469;547.5411526818544;1.3829781216455248
4;469;547.697447708468;1.4129092703291548
5;469;547.7812557804245;1.4276667201070241
6;469;547.8194653585683;1.435203822406408
7;469;547.8509505196641;1.438919001060106
8;469;547.8673274153724;1.4406806626459523
9;469;547.8750253430534;1.4414956518691397
10;469;547.8781809122659;1.441869605440952
11;469;547.8796151806781;1.4420427753372211
12;469;547.8805743112129;1.4421226857879195
13;469;547.8812026856102;1.4421580228458935
14;469;547.8815358508273;1.442172639190237
15;469;547.8816862112177;1.4421782615039045
16;469;547.8817473621405;1.442180248365444
17;469;547.8817704262809;1.4421808653325656
18;469;547.8817785433674;1.4421810088682327
19;469;547.8817811729498;1.4421810105257489
20;469;547.8817819236114;1.4421809823379905
21;469;547.8817820889104;1.4421809565645594
22;469;547.8817820996024;1.442180939136612
23;469;547.8817820839802;1.4421809287397886
24;469;547.8817820723217;1.442180922966893
25;469;547.8817820678058;1.4421809199136861
26;469;547.8817820674961;1.4421809183597536
27;469;547.8817820690705;1.442180917594247
28;469;547.8817820709805;1.4421809172291324
29;469;547.8817820726341;1.4421809170617375
30;469;547.8817820739383;1.442180916987288
31;469;547.8817820748192;1.4421809169572337
1;470;546.2219162357693;1.2080292999635103
2;470;546.7698635296679;1.323360687955452
3;470;547.1272258356687;1.3824275858690345
4;470;547.2936877097903;1.412338284564337
5;470;547.3821775943323;1.4270760058880267
6;470;547.4224496874895;1.4345908616117637
7;470;547.4546698406457;1.4382945436842993
8;470;547.4713916189488;1.44005278944421
9;470;547.479216159036;1.440867567202061
10;470;547.4824220876018;1.4412427466780573
11;470;547.4838798551542;1.4414179489843744
12;470;547.4848471612646;1.4415007108286328
13;470;547.4854758094574;1.4415395775853659
14;470;547.4858068675509;1.4415576186913175
15;470;547.4859551623551;1.4415658707335985
16;470;547.4860148874678;1.4415695920424756
17;470;547.4860371056727;1.4415712605627549
18;470;547.4860447640681;1.44157201296355
19;470;547.486047160786;1.4415723580078248
20;470;547.4860477997144;1.441572520428348
21;470;547.4860479145467;1.4415725994023105
22;470;547.4860479039588;1.4415726391593375
23;470;547.4860478803254;1.4415726598438632
24;470;547.4860478663625;1.4415726709134158
25;470;547.4860478616168;1.4415726769667425
26;470;547.4860478617699;1.4415726803284639
27;470;547.4860478638442;1.4415726822135542
28;470;547.4860478662039;1.4415726832763947
29;470;547.4860478682199;1.4415726838783323
30;470;547.486047869705;1.4415726842178338
31;470;547.4860478707167;1.441572684410265
1;471;545.748303182056;1.2077190456896878
2;471;546.3680409131183;1.3228986020021127
3;471;546.747733133874;1.381887296013273
4;471;546.9224913104646;1.4117790863029163
5;471;547.0147083341777;1.426496633823715
6;471;547.0565925214271;1.4339893217685638
7;471;547.0892672998535;1.4376800774012315
8;471;547.1061954329275;1.4394345157567883
9;471;547.1140862718081;1.4402489087046275
10;471;547.1173186054755;1.4406253267882445
11;471;547.1187890844233;1.4408033185220581
12;471;547.1197581755151;1.440891603128111
13;471;547.1203836577428;1.44093755753086
14;471;547.1207112734967;1.4409609759321966
15;471;547.1208572118535;1.440972396443522
16;471;547.1209155833561;1.4409778617057822
17;471;547.1209370951815;1.4409804811276858
18;471;547.1209444095932;1.440981752770256
19;471;547.1209466489602;1.4409823815466072
20;471;547.1209472211737;1.4409826988109198
21;471;547.1209473105896;1.4409828620823064
22;471;547.1209472922761;1.4409829476034144
23;471;547.1209472676857;1.440982993065249
24;471;547.1209472549324;1.4409830175178457
25;471;547.1209472517426;1.4409830307860954
26;471;547.1209472531925;1.4409830380306627
27;471;547.1209472561776;1.440983042003084
28;471;547.1209472592013;1.4409830441870586
29;471;547.1209472616449;1.4409830453914134
30;471;547.1209472633531;1.4409830460530637
31;471;547.1209472645517;1.440983046418752
1;472;545.3224955032381;1.2074185860679967
2;472;546.0051614828209;1.3224491947139927
3;472;546.4029008416741;1.3813616574772842
4;472;546.5840717160809;1.411235861322267
5;472;546.6790547569943;1.425933296828202
6;472;546.7221029173821;1.4334051148221656
7;472;546.7549566982858;1.4370811771595915
8;472;546.7719547124161;1.4388311744460769
9;472;546.7798522232589;1.4396449156363775
10;472;546.7830870913124;1.440022692960756
11;472;546.784559449692;1.4402061480403907
12;472;546.7855238929128;1.4403055977391028
13;472;546.7861427016692;1.4403591596691765
14;472;546.7864654527763;1.440386023838576
15;472;546.7866086644352;1.4403990600862175
16;472;546.7866656955223;1.4404053453123833
17;472;546.7866866020117;1.4404083999972292
18;472;546.786693663497;1.4404099072799772
19;472;546.786695807733;1.4404106644457857
20;472;546.7866963504919;1.4404110516739839
21;472;546.786696435475;1.4404112529776583
22;472;546.7866964206995;1.440411359104611
23;472;546.7866964009173;1.440411415693284
24;472;546.7866963922614;1.440411446137535
25;472;546.7866963920526;1.44041146262401
26;472;546.7866963955115;1.4404114715939875
27;472;546.7866963997993;1.4404114764903424
28;472;546.7866964035709;1.4404114791680933
29;472;546.7866964064154;1.440411480635358
30;472;546.7866964084515;1.440411481438653
31;472;546.7866964097752;1.4404114818794755
1;473;544.9447569941701;1.20712905847976
2;473;545.6813945712922;1.3220162641253945
3;473;546.0928865159731;1.3808562646878386
4;473;546.2785829298945;1.4107135348248638
5;473;546.3753690742612;1.4253914185664864
6;473;546.4191374727774;1.4328448708249835
7;473;546.4519005228847;1.4365047113084404
8;473;546.4688346330415;1.4382492150974302
9;473;546.4766801932806;1.4390618621252353
10;473;546.4798939585934;1.4394418747008944
11;473;546.481357391262;1.4396393957661822
12;473;546.4823107481785;1.4397489673916029
13;473;546.4829193280854;1.4398058321495208
14;473;546.4832357154736;1.4398340873504296
15;473;546.4833757559869;1.439847833061441
16;473;546.4834314036494;1.439854505788126
17;473;546.4834517685433;1.4398577759585547
18;473;546.4834586455507;1.4398594030691598
19;473;546.4834607433364;1.4398602264772937
20;473;546.4834612866746;1.4398606500598548
21;473;546.4834613840875;1.4398608711750909
22;473;546.4834613817291;1.4398609880328725
23;473;546.4834613714823;1.4398610504055653
24;473;546.4834613692493;1.439861083954138
25;473;546.4834613730881;1.4398611021012513
26;473;546.4834613790526;1.4398611119582203
27;473;546.4834613847963;1.4398611173267286
28;473;546.4834613894369;1.4398611202557834
29;473;546.4834613927809;1.4398611218566109
30;473;546.4834613951178;1.4398611227310043
31;473;546.4834613966223;1.4398611232097394
1;474;544.615230998669;1.2068521676262238
2;474;545.396816492622;1.3216041375486622
3;474;545.8177743800798;1.3803773077155774
4;474;546.0061155659738;1.410217628448105
5;474;546.1037450160336;1.4248769644750099
6;474;546.1477964888056;1.4323152022034111
7;474;546.1802061566382;1.435958914997469
8;474;546.1969459201587;1.4376965875155292
9;474;546.2046822337247;1.4385079169348305
10;474;546.2078516444506;1.438898843791429
11;474;546.209295444891;1.4391104436593514
12;474;546.2102313094549;1.4392229743621288
13;474;546.2108260772416;1.4392810394358764
14;474;546.211134535927;1.4393099714784698
15;474;546.2112708920579;1.4393241228234464
16;474;546.2113250600323;1.4393310364914809
17;474;546.2113449110839;1.4393344466568523
18;474;546.2113516497643;1.4393361534199942
19;474;546.2113537369684;1.439337021373049
20;474;546.211354303468;1.4393374695298462
21;474;546.2113544261118;1.4393377040576774
22;474;546.211354443154;1.439337828177625
23;474;546.211354445788;1.4393378944561155
24;474;546.2113544516444;1.439337930095608
25;474;546.2113544603677;1.4393379493584804
26;474;546.2113544691285;1.439337959808484
27;474;546.2113544765277;1.4393379654921943
28;474;546.2113544820598;1.439337968588009
29;474;546.2113544860151;1.4393379702778846
30;474;546.2113544886383;1.439337971198937
31;474;546.2113544902578;1.439337971702012
1;475;544.3339310959544;1.2065899784127652
2;475;545.151405372748;1.3212171901631644
3;475;545.5775713005249;1.3799306663111577
4;475;545.766693180507;1.4097541603377433
5;475;545.8642143869544;1.424396307594215
6;475;545.908120604512;1.4318223444834475
7;475;545.9399225401941;1.4354528247791896
8;475;545.9563415199297;1.4371841659176932
9;475;545.9639129416859;1.4379998409315722
10;475;545.9670152829347;1.4384053497394083
11;475;545.9684289164375;1.4386188308912353
12;475;545.9693409527983;1.438732201776446
13;475;545.9699183191836;1.4387909019512135
14;475;545.9702172296802;1.438820291293981
15;475;545.970349325472;1.438834747178177
16;475;545.970401866745;1.4388418509067713
17;475;545.9704211974137;1.4388453742216765
18;475;545.9704278226949;1.4388471461459238
19;475;545.9704299226537;1.4388480507489652
20;475;545.9704305276981;1.4388485191716203
21;475;545.97043068461;1.4388487647675614
22;475;545.970430725589;1.4388488948757894
23;475;545.9704307435703;1.438848964373486
24;475;545.9704307585494;1.4388490017335598
25;475;545.9704307725638;1.4388490219126377
26;475;545.9704307843886;1.4388490328497743
27;475;545.9704307934373;1.438849038791116
28;475;545.9704307999317;1.438849042023708
29;475;545.9704308043624;1.4388490437855974
30;475;545.9704308072482;1.438849044744906
31;475;545.9704308090212;1.4388490452682283
1;476;544.1007331023992;1.206344791396419
2;476;544.9450367667899;1.3208596202856193
3;476;545.3722033668417;1.3795214657510837
4;476;545.5602691288237;1.4093295956321954
5;476;545.6567441297935;1.4239561283059585
6;476;545.7000879133674;1.4313723745477747
7;476;545.7310373009044;1.4349939621590606
8;476;545.74701372931;1.4367230624378637
9;476;545.7543665880316;1.4375464960150637
10;476;545.7573798318551;1.4379554736076736
11;476;545.7587530073521;1.4381693890939529
12;476;545.7596349907988;1.4382832880018657
13;476;545.7601913833354;1.4383425025994139
14;476;545.7604790844924;1.438372297315336
15;476;545.7606062879468;1.438387033483011
16;476;545.7606570085431;1.4383943151057765
17;476;545.7606757795343;1.4383979451519502
18;476;545.7606822957002;1.4383997787534448
19;476;545.7606844196051;1.4384007180964844
20;476;545.7606850718835;1.4384012057384319
21;476;545.7606852681428;1.4384014618322671
22;476;545.7606853358066;1.4384015976208262
23;476;545.7606853702445;1.438401670171216
24;476;545.7606853948746;1.4384017091636447
25;476;545.7606854143436;1.4384017302123493
26;476;545.7606854291425;1.438401741611158
27;476;545.7606854399344;1.4384017477980655
28;476;545.7606854472799;1.4384017511602052
29;476;545.7606854521864;1.4384017529909905
30;476;545.7606854552598;1.438401753986026
31;476;545.7606854571895;1.4384017545286625
1;477;543.9153682463286;1.206119073396967
2;477;544.7774800518844;1.3205355633301727
3;477;545.2015130804514;1.3791545505887972
4;477;545.3867239602292;1.4089509534704399
5;477;545.4812339114557;1.4235633710655884
6;477;545.5236115825896;1.430971525662004
7;477;545.5534743659535;1.4345875563613726
8;477;545.5688918023324;1.4363168657157415
9;477;545.5759747180506;1.43714418581046
10;477;545.5788776708329;1.4375545238014593
11;477;545.5802004137419;1.4377689916717178
12;477;545.5810462720794;1.4378834853926463
13;477;545.5815781604712;1.4379432534571004
14;477;545.5818529637353;1.4379734795436363
15;477;545.5819745944746;1.4379885124935743
16;477;545.5820232574753;1.4379959818751955
17;477;545.5820413989941;1.4379997243076503
18;477;545.5820477908925;1.4380016227465042
19;477;545.5820499384208;1.438002598572617
20;477;545.5820506399407;1.4380031063889922
21;477;545.5820508769721;1.4380033735028874
22;477;545.582050972036;1.4380035152579878
23;477;545.5820510230435;1.438003591017746
24;477;545.5820510572745;1.4380036317289957
25;477;545.5820510820611;1.4380036536944047
26;477;545.5820510997914;1.4380036655812347
27;477;545.58205111204;1.4380036720271479
28;477;545.5820511202431;1.438003675527245
29;477;545.5820511255434;1.4380036774305924
30;477;545.582051128856;1.438003678464391
31;477;545.582051130909;1.4380036790275446
1;478;543.7774174111247;1.2059154157380683
2;478;544.6483956036114;1.3202492700309094
3;478;545.0652571695545;1.3788350058771452
4;478;545.2458633711968;1.4086263961235428
5;478;545.3375142541136;1.4232253443750682
6;478;545.3785379954039;1.4306262665126148
7;478;545.4070920836001;1.434238698458893
8;478;545.4218400556866;1.4359686027391771
9;478;545.4286042474819;1.4367980817582133
10;478;545.4313766925779;1.4372096150450746
11;478;545.4326394168871;1.437424939648592
12;478;545.4334432741758;1.4375402379676105
13;478;545.4339471979397;1.4376006905474914
14;478;545.4342074035661;1.437631428083119
15;478;545.4343227419408;1.437646805337704
16;478;545.4343690722276;1.4376544899510268
17;478;545.4343864865477;1.4376583603364095
18;478;545.4343927211609;1.4376603323074004
19;478;545.4343948811074;1.437661349425105
20;478;545.4343956278136;1.4376618800592373
21;478;545.4343959036062;1.4376621596387031
22;478;545.4343960247747;1.4376623081490274
23;478;545.4343960916315;1.4376623875481505
24;478;545.4343961347336;1.4376624302105492
25;478;545.4343961644256;1.4376624532199722
26;478;545.4343961848093;1.4376624656640067
27;478;545.4343961983656;1.4376624724061808
28;478;545.4343962072618;1.4376624760642114
29;478;545.4343962128715;1.4376624780511293
30;478;545.4343962163994;1.437662479129961
31;478;545.4343962185337;1.437662479716665
1;479;543.6863063882186;1.2057365041206725
2;479;544.5573327780252;1.3200051557158574
3;479;544.9631050522423;1.3785682574687586
4;479;545.137416739621;1.4083669276988344
5;479;545.2253452346889;1.4229502524748825
6;479;545.2646454398883;1.4303432424547404
7;479;545.2916818749992;1.43395326022526
8;479;545.3056564962088;1.4356838565256993
9;479;545.3120560772544;1.4365150640643052
10;479;545.3146789120963;1.4369280457908848
11;479;545.3158724910744;1.4371446479036587
12;479;545.3166287134175;1.4372610720967784
13;479;545.317101311985;1.4373224204062094
14;479;545.3173452277681;1.4373537995564123
15;479;545.3174535255787;1.4373695983456987
16;479;545.3174972159093;1.4373775428543534
17;479;545.3175137805554;1.4373815665465193
18;479;545.3175198085307;1.4373836262471966
19;479;545.3175219597927;1.4373846925269624
20;479;545.3175227417269;1.437385250310234
21;479;545.3175230512339;1.4373855447275519
22;479;545.3175231954992;1.437385701286361
23;479;545.3175232763143;1.4373857850279754
24;479;545.3175233274118;1.437385830024574
25;479;545.3175233612923;1.4373858542843896
26;479;545.3175233837572;1.437385867396696
27;479;545.3175233984547;1.4373858744962658
28;479;545.3175234078818;1.4373858783443114
29;479;545.3175234137657;1.4373858804330522
30;479;545.317523417429;1.437385881565819
31;479;545.3175234195724;1.4373858821813628
1;480;543.6413021330385;1.2055851005147293
2;480;544.5037287427668;1.3198077649636115
3;480;544.8946379811691;1.3783600336775725
4;480;545.0610362731351;1.4081861079411109
5;480;545.1444157785023;1.4227489696967957
6;480;545.181643370771;1.4301292610625516
7;480;545.2069674437007;1.4337376136620916
8;480;545.2200719986299;1.4354691476964783
9;480;545.2260642543628;1.4363022314107619
10;480;545.2285196198237;1.4367171687648972
11;480;545.2296354554793;1.4369356216036795
12;480;545.2303386984297;1.4370536145192332
13;480;545.230776744602;1.4371161507596186
14;480;545.2310027068878;1.4371483507054235
15;480;545.2311031996421;1.437164676930229
16;480;545.2311439175611;1.437172942514907
17;480;545.2311594891979;1.4371771542727008
18;480;545.2311652469461;1.4371793211974921
19;480;545.2311673598524;1.4371804474637497
20;480;545.2311681621271;1.4371810383603023
21;480;545.2311684973332;1.4371813508817455
22;480;545.2311686602956;1.4371815172707596
23;480;545.2311687524569;1.437181606322531
24;480;545.2311688098848;1.4371816541776528
25;480;545.2311688470566;1.4371816799713664
26;480;545.231168871165;1.4371816939055582
27;480;545.231168886672;1.4371817014448582
28;480;545.2311688964754;1.4371817055284741
29;480;545.2311689024493;1.4371817077421771
30;480;545.2311689061335;1.437181708941757
31;480;545.2311689083344;1.4371817095933999
1;481;543.6415100839351;1.2054640576509414
2;481;544.4869082175632;1.319661758936598
3;481;544.8593489103729;1.378216554402328
4;481;545.0162968060788;1.4080898614738153
5;481;545.0943435748537;1.42263653184536
6;481;545.1291722691425;1.429991555427469
7;481;545.152604569655;1.4335983985357577
8;481;545.164750059464;1.435331302688841
9;481;545.1702957051568;1.436166809514718
10;481;545.1725671064128;1.436584497824738
11;481;545.1735971968658;1.4368055731147307
12;481;545.1742424550075;1.4369256991399137
13;481;545.1746428907774;1.4369897804159297
14;481;545.1748492878975;1.4370230139786435
15;481;545.1749412092207;1.4370399914621172
16;481;545.1749786053527;1.4370486491600942
17;481;545.1749930244268;1.437053089260731
18;481;545.1749984367934;1.4370553860027993
19;481;545.1750004743445;1.4370565848128345
20;481;545.175001277662;1.437057215746389
21;481;545.1750016282008;1.4370575501668148
22;481;545.1750018039828;1.4370577284542605
23;481;545.1750019042196;1.4370578239397553
24;481;545.1750019660549;1.437057875261343
25;481;545.1750020053681;1.4370579029178256
26;481;545.1750020304964;1.4370579178512901
27;481;545.1750020463377;1.4370579259251344
28;481;545.1750020563245;1.437057930294803
29;481;545.1750020623124;1.4370579326619002
30;481;545.1750020660301;1.437057933943434
31;481;545.1750020681218;1.4370579346382282
1;482;543.6858726828028;1.2053764379310112
2;482;544.5060842008302;1.3195720718475108
3;482;544.8566431292066;1.3781457345541912
4;482;545.0026962835955;1.40807764885767
5;482;545.0746756379635;1.422621476974009
6;482;545.1068041245918;1.4299391846264236
7;482;545.1281815121814;1.4335426973099057
8;482;545.1392871529117;1.4352775303722054
9;482;545.1443505685921;1.4361164337536416
10;482;545.146422985606;1.436538018876548
11;482;545.1473599899787;1.4367626564089728
12;482;545.1479426470211;1.4368855125669677
13;482;545.148302622473;1.436951477612228
14;482;545.1484879210498;1.4369859329269534
15;482;545.1485705185211;1.4370036669991857
16;482;545.1486042359595;1.4370127761866667
17;482;545.1486173319801;1.4370174780918936
18;482;545.1486223152891;1.4370199234109509
19;482;545.1486242346016;1.4370212052037266
20;482;545.148625016416;1.4370218819401268
21;482;545.148625369862;1.4370222414208849
22;482;545.1486255515908;1.4370224333308999
23;482;545.1486256559899;1.4370225361852869
24;482;545.1486257200594;1.4370225914789014
25;482;545.14862576028;1.4370226212705706
26;482;545.1486257856577;1.437022637349009
27;482;545.1486258015469;1.4370226460366609
28;482;545.1486258113185;1.437022650734281
29;482;545.148625817255;1.437022653277008
30;482;545.1486258208696;1.4370226546524767
31;482;545.1486258229454;1.437022655397583
1;483;543.7731693144547;1.205326008128259
2;483;544.5603597690965;1.3195447573530077
3;483;544.8858397139471;1.3781614057684581
4;483;545.0196569711505;1.4081512995629437
5;483;545.0848895344745;1.4227021429372386
6;483;545.1140435587961;1.429988201026615
7;483;545.1332200439546;1.433579315804575
8;483;545.1432137119305;1.4353162837059228
9;483;545.1477631508371;1.4361599319705116
10;483;545.1496231381725;1.4365867031303279
11;483;545.1504604374865;1.436815654888979
12;483;545.1509763177462;1.4369415583919578
13;483;545.15129323156;1.437009522337909
14;483;545.1514560045368;1.4370452412929071
15;483;545.1515285576327;1.4370637490557203
16;483;545.1515582423272;1.4370733179315573
17;483;545.1515698400112;1.4370782860890625
18;483;545.151574305249;1.4370808825367012
19;483;545.1515760598081;1.4370822487876413
20;483;545.151576795085;1.437082972168784
21;483;545.1515771377469;1.4370833571805581
22;483;545.1515773178216;1.4370835629705523
23;483;545.1515774220665;1.437083673332768
24;483;545.151577485814;1.437083732670963
25;483;545.1515775256648;1.4370837646357393
26;483;545.1515775505344;1.4370837818793654
27;483;545.1515775660038;1.4370837911904453
28;483;545.151577575469;1.4370837962216396
29;483;545.1515775811221;1.437083798942192
30;483;545.1515775845368;1.437083800412863
31;483;545.1515775864931;1.437083801208637
1;484;543.9020179505042;1.2053187704567832
2;484;544.6487310350341;1.319590432392789
3;484;544.9461738401317;1.378278264137962
4;484;545.0665274221856;1.4083145651955251
5;484;545.1243952886691;1.4228789657428633
6;484;545.1503296009931;1.4301563918448243
7;484;545.167177129075;1.433723308965299
8;484;545.175995748294;1.4354596646745286
9;484;545.1800035174562;1.4363084546171638
10;484;545.1816392917418;1.436740558645846
11;484;545.1823710465762;1.4369734658751012
12;484;545.1828164653742;1.4371019645052208
13;484;545.183088007025;1.4371715846967246
14;484;545.1832269634941;1.4372083486369527
15;484;545.1832888024204;1.4372275002291652
16;484;545.1833141146813;1.4372374543886168
17;484;545.1833240405598;1.4372426470448267
18;484;545.1833278972783;1.4372453714879707
19;484;545.1833294388771;1.4372468094831228
20;484;545.1833301013546;1.4372475725559828
21;484;545.1833304187517;1.43724797930806
22;484;545.1833305891431;1.437248196915668
23;484;545.1833306887631;1.4372483136645873
24;484;545.1833307497853;1.43724837643956
25;484;545.1833307877497;1.4372484102470549
26;484;545.1833308113194;1.4372484284767348
27;484;545.1833308258304;1.4372484383145863
28;484;545.1833308347149;1.437248443626447
29;484;545.1833308399961;1.4372484464967041
30;484;545.1833308431541;1.4372484480469596
31;484;545.1833308449712;1.4372484488851964
1;485;544.0708788182;1.205362092589442
2;485;544.7700913351225;1.319723322576574
3;485;545.036799991521;1.3784922111607263
4;485;545.1425852249605;1.4085716801467405
5;485;545.192537965399;1.4231550768326398
6;485;545.215038116387;1.4304385763897018
7;485;545.2294472475014;1.4339926113175736
8;485;545.2370371161358;1.4357229955384114
9;485;545.240479728163;1.436573488156511
10;485;545.2418812437775;1.4370083077920177
11;485;545.2425024462616;1.437243243492617
12;485;545.2428742596343;1.4373731006911046
13;485;545.2430984514668;1.4374436432227482
14;485;545.2432124670997;1.437481029319517
15;485;545.2432629927193;1.4375005840713673
16;485;545.2432836193608;1.4375107877242015
17;485;545.2432917087813;1.4375161289010818
18;485;545.2432948689969;1.4375189391541747
19;485;545.2432961499906;1.4375204256262644
20;485;545.2432967135331;1.4375212156271224
21;485;545.2432969912248;1.4375216371489232
22;485;545.2432971438034;1.437521862780441
23;485;545.2432972342556;1.4375219838567113
24;485;545.243297289916;1.4375220489525913
25;485;545.243297324611;1.4375220839999845
26;485;545.2432973461532;1.4375221028898784
27;485;545.24329735931;1.4375221130780114
28;485;545.2432973673021;1.437522118576088
29;485;545.243297372078;1.4375221215453342
30;485;545.243297374954;1.4375221231475843
31;485;545.2432973766325;1.4375221240135583
1;486;544.2780603907756;1.2054561168863176
2;486;544.9232366882547;1.319941054149836
3;486;545.1567960800528;1.3787992253251637
4;486;545.2470405337334;1.4089267995945862
5;486;545.2886009152086;1.4235343289624438
6;486;545.3074848719925;1.4308297043162386
7;486;545.3193653546471;1.4343838406660674
8;486;545.3256824096507;1.4361105310320355
9;486;545.3285407051192;1.436959514627509
10;486;545.329699716911;1.437394004526465
11;486;545.3302062380791;1.4376289119250578
12;486;545.3305018891069;1.4377588828706815
13;486;545.3306771274828;1.4378296236307584
14;486;545.3307652752599;1.4378672151803433
15;486;545.3308039790786;1.4378869345621326
16;486;545.3308196456745;1.4378972521481723
17;486;545.3308257499468;1.4379026654760694
18;486;545.3308281326019;1.4379055188971794
19;486;545.3308291081702;1.4379070302268848
20;486;545.3308295479922;1.4379078341640057
21;486;545.3308297720389;1.4379082633490154
22;486;545.3308298990485;1.4379084931347312
23;486;545.3308299761005;1.4379086164389372
24;486;545.3308300240903;1.4379086827201906
25;486;545.3308300541192;1.437908718394187
26;486;545.330830072812;1.43790873761378
27;486;545.3308300842561;1.4379087479751458
28;486;545.3308300912333;1.4379087535634287
29;486;545.3308300953519;1.4379087565794644
30;486;545.3308300977683;1.437908758206165
31;486;545.3308300992156;1.4379087590854547
1;487;544.5217279062317;1.2055985564328036
2;487;545.1068725194326;1.3202384891234082
3;487;545.3051684658172;1.3792005350798913
4;487;545.3790403658132;1.4093837866674361
5;487;545.4118096481694;1.4240205306991571
6;487;545.4269292079779;1.4313310964458386
7;487;545.4362104472359;1.4348905180304057
8;487;545.4412204677647;1.4366173778419662
9;487;545.443479709448;1.4374651228074042
